Date,Litecoin
2017-01-26,0
2017-01-27,0
2017-01-28,0
2017-01-29,0
2017-01-30,0
2017-01-31,0
2017-02-01,1.0
2017-02-02,2.1363636363636362
2017-02-03,2.2272727272727275
2017-02-04,3.9545454545454546
2017-02-05,2.5454545454545454
2017-02-06,1.0
2017-02-07,2.090909090909091
2017-02-08,3.2272727272727275
2017-02-09,2.7272727272727275
2017-02-10,1.6363636363636365
2017-02-11,2.681818181818182
2017-02-12,1.2727272727272727
2017-02-13,2.6363636363636367
2017-02-14,1.0454545454545454
2017-02-15,2.772727272727273
2017-02-16,2.1363636363636362
2017-02-17,2.681818181818182
2017-02-18,4.5
2017-02-19,1.3181818181818183
2017-02-20,1.090909090909091
2017-02-21,2.1363636363636362
2017-02-22,1.590909090909091
2017-02-23,2.681818181818182
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,1.8636363636363638
2017-02-27,2.4545454545454546
2017-02-28,3.5454545454545454
2017-03-01,2.0
2017-03-02,2.6
2017-03-03,2.111111111111111
2017-03-04,2.155555555555556
2017-03-05,2.0444444444444447
2017-03-06,2.3333333333333335
2017-03-07,2.3333333333333335
2017-03-08,2.2
2017-03-09,2.022222222222222
2017-03-10,2.111111111111111
2017-03-11,2.0444444444444447
2017-03-12,2.0444444444444447
2017-03-13,2.0
2017-03-14,2.4444444444444446
2017-03-15,2.111111111111111
2017-03-16,2.288888888888889
2017-03-17,2.2222222222222223
2017-03-18,2.688888888888889
2017-03-19,2.155555555555556
2017-03-20,2.022222222222222
2017-03-21,2.466666666666667
2017-03-22,2.466666666666667
2017-03-23,2.3777777777777778
2017-03-24,2.9111111111111114
2017-03-25,2.6
2017-03-26,2.466666666666667
2017-03-27,2.111111111111111
2017-03-28,2.288888888888889
2017-03-29,2.466666666666667
2017-03-30,4.066666666666666
2017-03-31,3.377777777777778
2017-04-01,5.0
2017-04-02,6.9411764705882355
2017-04-03,7.2058823529411775
2017-04-04,7.029411764705882
2017-04-05,11.970588235294118
2017-04-06,9.852941176470589
2017-04-07,9.411764705882353
2017-04-08,8.0
2017-04-09,5.088235294117647
2017-04-10,7.382352941176471
2017-04-11,7.647058823529411
2017-04-12,11.176470588235293
2017-04-13,9.147058823529411
2017-04-14,8.441176470588236
2017-04-15,7.8235294117647065
2017-04-16,6.5
2017-04-17,7.647058823529411
2017-04-18,7.8235294117647065
2017-04-19,8.088235294117647
2017-04-20,8.705882352941178
2017-04-21,7.294117647058824
2017-04-22,8.264705882352942
2017-04-23,9.5
2017-04-24,8.794117647058824
2017-04-25,8.882352941176471
2017-04-26,10.647058823529413
2017-04-27,10.382352941176471
2017-04-28,6.676470588235294
2017-04-29,6.9411764705882355
2017-04-30,5.0
2017-05-01,10.0
2017-05-02,9.166666666666668
2017-05-03,15.833333333333332
2017-05-04,18.47222222222222
2017-05-05,15.277777777777779
2017-05-06,10.555555555555555
2017-05-07,14.86111111111111
2017-05-08,13.88888888888889
2017-05-09,16.38888888888889
2017-05-10,19.444444444444446
2017-05-11,14.305555555555557
2017-05-12,12.36111111111111
2017-05-13,12.916666666666668
2017-05-14,12.222222222222221
2017-05-15,14.583333333333334
2017-05-16,14.305555555555557
2017-05-17,12.222222222222221
2017-05-18,11.38888888888889
2017-05-19,12.5
2017-05-20,11.944444444444445
2017-05-21,14.027777777777779
2017-05-22,16.666666666666668
2017-05-23,18.333333333333332
2017-05-24,21.11111111111111
2017-05-25,21.11111111111111
2017-05-26,18.194444444444446
2017-05-27,12.916666666666668
2017-05-28,12.222222222222221
2017-05-29,10.972222222222221
2017-05-30,13.055555555555557
2017-05-31,14.722222222222221
2017-06-01,6.0
2017-06-02,4.181818181818182
2017-06-03,1.6363636363636358
2017-06-04,1.6363636363636358
2017-06-05,6.0
2017-06-06,7.818181818181818
2017-06-07,12.181818181818182
2017-06-08,10.727272727272727
2017-06-09,12.909090909090908
2017-06-10,18.363636363636367
2017-06-11,20.545454545454547
2017-06-12,17.636363636363633
2017-06-13,12.909090909090908
2017-06-14,13.636363636363635
2017-06-15,12.181818181818182
2017-06-16,12.909090909090908
2017-06-17,33.27272727272727
2017-06-18,16.18181818181818
2017-06-19,17.636363636363633
2017-06-20,15.090909090909092
2017-06-21,13.272727272727272
2017-06-22,12.181818181818182
2017-06-23,10.363636363636363
2017-06-24,6.727272727272727
2017-06-25,8.181818181818182
2017-06-26,10.727272727272727
2017-06-27,9.272727272727272
2017-06-28,6.727272727272727
2017-06-29,4.545454545454545
2017-06-30,7.09090909090909
2017-07-01,8.0
2017-07-02,8.666666666666668
2017-07-03,10.083333333333332
2017-07-04,13.75
2017-07-05,10.916666666666668
2017-07-06,8.916666666666668
2017-07-07,9.416666666666668
2017-07-08,10.166666666666668
2017-07-09,8.5
2017-07-10,9.916666666666668
2017-07-11,9.25
2017-07-12,9.333333333333334
2017-07-13,7.416666666666667
2017-07-14,8.916666666666668
2017-07-15,8.666666666666668
2017-07-16,8.583333333333334
2017-07-17,9.333333333333334
2017-07-18,9.083333333333334
2017-07-19,9.5
2017-07-20,9.083333333333334
2017-07-21,9.083333333333334
2017-07-22,9.583333333333332
2017-07-23,9.5
2017-07-24,8.666666666666668
2017-07-25,8.166666666666668
2017-07-26,8.083333333333334
2017-07-27,7.583333333333334
2017-07-28,8.166666666666668
2017-07-29,8.75
2017-07-30,7.583333333333334
2017-07-31,8.25
2017-08-01,10.0
2017-08-02,9.925925925925926
2017-08-03,9.876543209876543
2017-08-04,9.82716049382716
2017-08-05,9.901234567901234
2017-08-06,9.82716049382716
2017-08-07,9.925925925925926
2017-08-08,9.925925925925926
2017-08-09,9.975308641975309
2017-08-10,9.851851851851851
2017-08-11,9.975308641975309
2017-08-12,10.0
2017-08-13,9.975308641975309
2017-08-14,10.049382716049383
2017-08-15,10.024691358024691
2017-08-16,9.925925925925926
2017-08-17,9.901234567901234
2017-08-18,9.975308641975309
2017-08-19,9.901234567901234
2017-08-20,9.925925925925926
2017-08-21,9.901234567901234
2017-08-22,9.950617283950617
2017-08-23,10.098765432098766
2017-08-24,10.172839506172838
2017-08-25,9.925925925925926
2017-08-26,9.925925925925926
2017-08-27,10.592592592592592
2017-08-28,10.345679012345679
2017-08-29,10.320987654320987
2017-08-30,10.19753086419753
2017-08-31,10.864197530864198
2017-09-01,6.0
2017-09-02,4.266666666666667
2017-09-03,3.3777777777777773
2017-09-04,3.1111111111111107
2017-09-05,3.2444444444444445
2017-09-06,3.1111111111111107
2017-09-07,2.844444444444444
2017-09-08,2.6666666666666665
2017-09-09,2.2666666666666666
2017-09-10,2.5777777777777775
2017-09-11,2.5777777777777775
2017-09-12,2.488888888888889
2017-09-13,2.7555555555555555
2017-09-14,3.2888888888888888
2017-09-15,3.422222222222222
2017-09-16,2.4
2017-09-17,2.355555555555555
2017-09-18,2.5777777777777775
2017-09-19,2.2666666666666666
2017-09-20,2.311111111111111
2017-09-21,2.488888888888889
2017-09-22,2.2222222222222223
2017-09-23,2.1333333333333333
2017-09-24,1.9555555555555553
2017-09-25,2.355555555555555
2017-09-26,2.2666666666666666
2017-09-27,2.2222222222222223
2017-09-28,2.311111111111111
2017-09-29,2.1333333333333333
2017-09-30,2.2666666666666666
2017-10-01,16.0
2017-10-02,17.25
2017-10-03,20.25
2017-10-04,15.75
2017-10-05,17.5
2017-10-06,19.0
2017-10-07,15.75
2017-10-08,16.0
2017-10-09,22.25
2017-10-10,20.25
2017-10-11,18.75
2017-10-12,25.5
2017-10-13,32.0
2017-10-14,27.0
2017-10-15,28.0
2017-10-16,23.25
2017-10-17,26.75
2017-10-18,23.75
2017-10-19,22.25
2017-10-20,23.5
2017-10-21,28.25
2017-10-22,20.0
2017-10-23,20.5
2017-10-24,19.75
2017-10-25,18.0
2017-10-26,20.5
2017-10-27,17.0
2017-10-28,17.0
2017-10-29,19.25
2017-10-30,20.0
2017-10-31,24.0
2017-11-01,100.0
2017-11-02,106.14634146341464
2017-11-03,104.09756097560975
2017-11-04,102.04878048780489
2017-11-05,102.04878048780489
2017-11-06,95.90243902439025
2017-11-07,118.4390243902439
2017-11-08,120.48780487804879
2017-11-09,116.39024390243904
2017-11-10,108.19512195121952
2017-11-11,106.14634146341464
2017-11-12,97.95121951219512
2017-11-13,102.04878048780489
2017-11-14,102.04878048780489
2017-11-15,106.14634146341464
2017-11-16,108.19512195121952
2017-11-17,120.48780487804879
2017-11-18,112.29268292682927
2017-11-19,112.29268292682927
2017-11-20,116.39024390243904
2017-11-21,128.6829268292683
2017-11-22,114.34146341463415
2017-11-23,118.4390243902439
2017-11-24,114.34146341463415
2017-11-25,147.1219512195122
2017-11-26,153.26829268292684
2017-11-27,169.65853658536588
2017-11-28,179.90243902439025
2017-11-29,282.3414634146342
2017-11-30,224.97560975609755
2017-12-01,30.0
2017-12-02,100.0
2017-12-03,30.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,170.0
2017-12-07,520.0
2017-12-08,1010.0
2017-12-09,2200.0
2017-12-10,730.0
2017-12-11,1850.0
2017-12-12,6470.0
2017-12-13,3670.0
2017-12-14,2270.0
2017-12-15,1430.0
2017-12-16,940.0
2017-12-17,870.0
2017-12-18,940.0
2017-12-19,1220.0
2017-12-20,1430.0
2017-12-21,1010.0
2017-12-22,1920.0
2017-12-23,660.0
2017-12-24,240.0
2017-12-25,170.0
2017-12-26,170.0
2017-12-27,310.0
2017-12-28,450.0
2017-12-29,240.0
2017-12-30,310.0
2017-12-31,30.0
2018-01-01,26.0
2018-01-02,35.0
2018-01-03,39.5
2018-01-04,49.5
2018-01-05,42.0
2018-01-06,50.5
2018-01-07,40.0
2018-01-08,37.0
2018-01-09,31.0
2018-01-10,33.0
2018-01-11,32.5
2018-01-12,24.5
2018-01-13,24.0
2018-01-14,20.5
2018-01-15,22.0
2018-01-16,40.0
2018-01-17,41.5
2018-01-18,28.0
2018-01-19,21.0
2018-01-20,21.0
2018-01-21,16.0
2018-01-22,17.0
2018-01-23,18.0
2018-01-24,17.5
2018-01-25,16.0
2018-01-26,18.0
2018-01-27,12.5
2018-01-28,16.5
2018-01-29,16.5
2018-01-30,14.5
2018-01-31,17.0
2018-02-01,11.0
2018-02-02,11.75
2018-02-03,2.0
2018-02-04,11.75
2018-02-05,5.0
2018-02-06,11.75
2018-02-07,5.0
2018-02-08,0.5
2018-02-09,2.75
2018-02-10,1.25
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,54.5
2018-02-15,38.75
2018-02-16,14.75
2018-02-17,14.75
2018-02-18,21.5
2018-02-19,25.25
2018-02-20,33.5
2018-02-21,13.25
2018-02-22,2.75
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,9.5
2018-02-27,2.0
2018-02-28,0.0
2018-03-01,8.0
2018-03-02,7.066666666666667
2018-03-03,7.666666666666667
2018-03-04,6.466666666666667
2018-03-05,6.333333333333334
2018-03-06,8.733333333333334
2018-03-07,8.8
2018-03-08,7.2
2018-03-09,8.133333333333333
2018-03-10,7.2
2018-03-11,6.066666666666666
2018-03-12,7.733333333333333
2018-03-13,7.800000000000001
2018-03-14,8.066666666666666
2018-03-15,8.533333333333335
2018-03-16,5.6000000000000005
2018-03-17,6.333333333333334
2018-03-18,7.2
2018-03-19,5.0
2018-03-20,6.333333333333334
2018-03-21,5.800000000000001
2018-03-22,6.2
2018-03-23,5.066666666666666
2018-03-24,5.066666666666666
2018-03-25,5.133333333333334
2018-03-26,6.800000000000001
2018-03-27,6.800000000000001
2018-03-28,7.866666666666667
2018-03-29,7.466666666666667
2018-03-30,8.0
2018-03-31,6.4
2018-04-01,6.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,18.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,2.0
2018-04-10,16.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,2.0
2018-04-15,34.0
2018-04-16,12.0
2018-04-17,0.0
2018-04-18,2.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,4.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,22.0
2018-04-30,4.0
2018-05-01,5.0
2018-05-02,4.461538461538462
2018-05-03,6.076923076923077
2018-05-04,7.076923076923077
2018-05-05,9.153846153846153
2018-05-06,5.538461538461538
2018-05-07,6.0
2018-05-08,5.846153846153847
2018-05-09,6.307692307692308
2018-05-10,5.384615384615385
2018-05-11,6.615384615384615
2018-05-12,4.923076923076923
2018-05-13,4.692307692307692
2018-05-14,7.0
2018-05-15,5.153846153846153
2018-05-16,4.461538461538462
2018-05-17,4.923076923076923
2018-05-18,4.538461538461538
2018-05-19,4.615384615384615
2018-05-20,3.923076923076923
2018-05-21,4.153846153846153
2018-05-22,4.846153846153847
2018-05-23,5.615384615384615
2018-05-24,5.384615384615385
2018-05-25,3.846153846153846
2018-05-26,4.23076923076923
2018-05-27,4.0
2018-05-28,5.692307692307692
2018-05-29,5.615384615384615
2018-05-30,4.769230769230769
2018-05-31,4.23076923076923
2018-06-01,5.0
2018-06-02,5.0
2018-06-03,5.0
2018-06-04,5.0
2018-06-05,5.0
2018-06-06,5.0
2018-06-07,5.0
2018-06-08,5.0
2018-06-09,5.0
2018-06-10,5.0
2018-06-11,5.0
2018-06-12,5.0
2018-06-13,5.0
2018-06-14,5.0
2018-06-15,5.0
2018-06-16,5.0
2018-06-17,5.0
2018-06-18,5.0
2018-06-19,5.0
2018-06-20,5.0
2018-06-21,5.0
2018-06-22,5.0
2018-06-23,5.0
2018-06-24,5.0
2018-06-25,5.0
2018-06-26,5.0
